,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Injury,Species
2689,Apr-1989,1989.0,Unprovoked,USA,Hawaii,"Kekaha Beach, Kaua'i",Paddling on surfboard,M,-,"Board rammed by shark, skegs knocked loose & 5' strip of fiberglass torn off, thigh scratched by shark’s teeth",-
2690,09-Mar-1989,1989.0,Unprovoked,AUSTRALIA,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",Surfing,M,27,Thigh bitten FATAL,2 m [6.75'] white shark
2691,04-Mar-1989,1989.0,Boating,AUSTRALIA,Western Australia,Near Broome in Roebuck Bay,Kayaking,M,-,"No injury, but the kayak was bitten by the shark","Tiger shark, 3.5 m "
2692,19-Feb-1989,1989.0,Provoked,SOUTH AFRICA,Western Cape Province,-,Fishing,M,-,Thigh lacerated & abraded  PROVOKED INCIDENT,3 m [10'] gaffed shark
2693,15-Feb-1989,1989.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Windsurfing,M,26,Foot bruised & minor lacerations,-
2694,02-Feb-1989,1989.0,Unprovoked,ITALY,Tyrrhenian Sea,"Golfo di Baratti, near Piombino (Tuscany)","Scuba diving, but swimming on surface",M,47,FATAL. His body not recovered,6 m [20'] white shark
2695,26-Jan-1989,1989.0,Invalid,USA,California,"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County",Kayaking,M,24,Reported by media as shark attack but forensic evidence indicated the kayaker died prior to any shark involvement,Invalid
2696,26-Jan-1989,1989.0,Unprovoked,USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",Kayaking,F,24,"FATAL, thigh bitten, hands lacerated  ",5 m [16.5'] white shark
2697,20-Jan-1989,1989.0,Unprovoked,USA,Hawaii,"Waialua Beach, Moloka'i",Body boarding,M,10,Foot bitten,1.8 m to 2.4 m [6' to 8'] hammerhead shark
2698,20-Jan-1989,1989.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Lifesaving drill,M,19,Thigh bitten,-
2699,08-Jan-1989,1989.0,Unprovoked,USA,Hawaii,"Wailua, Kaua'i",Swimming in strong current with 3 others when he disappeared,M,-,"Lower part of body found 6 days later, x-rays revealed teeth marks in femur & tibia",-
2700,03-Jan-1989,1989.0,Unprovoked,AUSTRALIA,New South Wales,"Half Tide Beach, Evans Head",Surfing with dolphins,M,17,"Abdomen lacerated, surfboard holed","Tiger shark, 4 m [13'] "
2701,1989,1989.0,Unprovoked,PAPUA NEW GUINEA,New Ireland,Kavieng,"Scuba diving, hand feeding sharks",F,-,Thigh & calf bitten,7' silvertip shark
2702,1989,1989.0,Unprovoked,USA,Virginia,"Coral Gardens Reef, 6 miles SSE of Chicoteague Inlet",Spearfishing using scuba & trailing a string of bleeding fish,M,-,"No injury, shark grabbed his fish and chased him to the boat",-
2703,15-Dec-1988,1988.0,Unprovoked,CHILE,Valpariso Province,Valpariso,Skindiving,M,-,FATAL,16' white shark
2704,08-Nov-1988,1988.0,Sea Disaster,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,17,"FATAL  When James Coucom, the lone survivor, was rescued, ""2 sharks were pounding on the dinghy""",-
2705,07-Nov-1988,1988.0,Sea Disaster,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,62,FATAL,-
2706,24-Oct-1988,1988.0,Sea Disaster,PHILIPPINES,Viscayan Sea,-,The MV Dona Marilyn sank in Typhoon Unsang with the loss of 389 lives,-,-,"According to survivors, many people were taken by sharks",-
2707,23-Oct-1988,1988.0,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",Surfing (sitting on his board),M,21,Leg bitten & femur fractured,5.5 m to 6 m [18' to 20']  white shark
2708,22-Oct-1988,1988.0,Unprovoked,AUSTRALIA,Victoria,Phillip Island,Surfing,M,38,Lacerations to right leg,7' shark
2709,14-Oct-1988,1988.0,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",Surfing,M,15,Lacerations to left thigh,6' shark
2710,11-Oct-1988,1988.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County ",Surfing,M,30,Left leg lacerated,1.2 m to 1.5 m [4' to 5'] shark
2711,10-Oct-1988,1988.0,Unprovoked,USA,Florida,"Playalinda, Brevard County",Surfing,M,23,Hand lacerated,1.2 m to 1.5 m [4' to 5'] shark
2712,06-Oct-1988,1988.0,Unprovoked,AUSTRALIA,South Australia,Moama Beach,Surfing,M,15,Lower right  leg lacerated,-
2713,Oct-1988,1988.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,F,23,Leg lacerated,1.2 m [4'] shark
2714,28-Sep-1988,1988.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Lacerations to foot,5' shark
2715,13-Sep-1988,1988.0,Unprovoked,USA,Florida,"Shell Island Panama City Beach, Bay County",Walking,F,-,Dennis' hand injured; Ann's right forearm bitten,1.8 m [6'] shark
2716,13-Sep-1988,1988.0,Unprovoked,USA,Florida,"Shell Island Panama City Beach, Bay County",Snorkeling,M,38,"FATAL, thigh & hand lacerated",3 m [10'] bull shark
2717,22-Aug-1988,1988.0,Provoked,USA,Louisiana,New Orleans,Diving in Sharkey's Reef restaurant’s aquarium,M,-,Arm bitten by captive shark PROVOKED INCIDENT,"Tiger shark, 1.8 m [6']"
2718,22-Aug-1988,1988.0,Unprovoked,ITALY,Manfredonia ,Ippocampo,-,M,16,Survived,-
2719,19-Aug-1988,1988.0,Unprovoked,JAPAN,Tokyo Prefecture,Ogasawara Islands,-,M,-,Survived,-
2720,11-Aug-1988,1988.0,Unprovoked,USA,California,"Klamath River, Del Norte County",Surfing,M,27,Thigh bitten,2.4 m to 3 m [8' to 10'] white shark
2721,23-Jul-1988,1988.0,Unprovoked,BAHAMAS,-,-,Free diving & spearfishing ,M,-,Hand bitten,2 m to 2.5 m shark
2722,19-Jul-1988,1988.0,Unprovoked,BAHAMAS,-,-,Spearfishing on scuba,M,28,Cheek bitten,1.5 m [5'] Caribbean reef shark
2723,17-Jul-1988,1988.0,Unprovoked,BAHAMAS,-,-,Diving,M,35,Right palm lacerated,1.5 m [5'] Caribbean reef shark
2724,11-Jul-1988,1988.0,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,F,15,Punctures & deep scratches to foot & buttock,-
2725,04-Jul-1988,1988.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,37,Punctures to lower left leg & foot,-
2726,04-Jul-1988,1988.0,Unprovoked,BAHAMAS,-,-,Snorkeling,M,-,Leg lacerated,1.5 m [5'] shark
2727,Jul-1988,1988.0,Unprovoked,BAHAMAS,-,-,Spearfishing,M,-,Lacerations to arm,-
2728,16-Jun-1988,1988.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Sculphoek,Spearfishing,M,36,Left arm lacerated,White shark
2729,16-Jun-1988,1988.0,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County",Scuba diving,M,42,Survived,Sandtiger shark
2730,09-Jun-1988,1988.0,Unprovoked,USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",Sittting in water with his child,M,37,Left leg bitten,Sand shark?
2731,05-Jun-1988,1988.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,12,Four lacerations to his ankle,-
2732,01-Jun-1988,1988.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,Cuts to right foot and ankle,1.8 m to 2.4 m [6' to 8'] shark
2733,27-May-1988,1988.0,Unprovoked,SOUTH KOREA,-,-,Shell diving,F,38,FATAL,-
2734,10-May-1988,1988.0,Unprovoked,USA,Florida,"Paradise Beach Park, Brevard County",Surfing,M,31,Left foot bitten,-
2735,04-May-1988,1988.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing / treading water,M,29,Left leg & right foot bitten,-
2736,28-Apr-1988,1988.0,Unprovoked,REUNION,Saint-Louis,Embouchure de l'étang du Gol,pêcheur de bichiques,M,-,FATAL,-
2737,24-Apr-1988,1988.0,Unprovoked,USA,California,"North of Morro Rock, San Luis Obispo County",Surfing,M,-,No Injury,White shark
2738,15-Apr-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Swimming,M,24,Lacerations to left foot,-
2739,15-Apr-1988,1988.0,Invalid,USA,Hawaii,"Waihe'e, Maui",Onboard 21' powerboat that capsized in rough seas,M,-,"Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later",Shark involvement prior to death was not confirmed
2740,14-Apr-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,14,Right hand bitten,-
2741,14-Apr-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,M,-,"6"" laceration to left foot",-
2742,10-Apr-1988,1988.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,La Lucia,-,F,-,"Arm washed ashore. scratch marks on the humerus indicated it had been bitten by a shark, but cause of death could not be determined.",Shark involvement prior to death was not confirmed
2743,31-Mar-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing ,F,30,Foot bitten,-
2744,25-Mar-1988,1988.0,Unprovoked,USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",Body surfing,M,-,Ankle bitten,-
2745,16-Mar-1988,1988.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Surfing,M,17,"Lower left leg bitten, hand lacerated",1.5 m to 2 m [5' to 6.75'] shark
2746,14-Mar-1988,1988.0,Unprovoked,REUNION,Saint-Pierre,Pic du Diable,Surfing,M,-,Laceration to hand,-
2747, 15-Feb-1988,1988.0,Boat,SOUTH AFRICA,KwaZulu-Natal,"Brighton Beach, Durban",-,-,-,"No injury to occupants, pontoon puctured","Raggedtooth shark, 2 m "
2748,14-Feb-1988,1988.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,20,Ankle bitten,"1 m ""grey-colored"" shark"
2749,13-Feb-1988,1988.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Lying atop surfboard,F,15,"Leg bitten, surgically amputated",Zambezi shark (tooth fragments recovered)
2750,12-Feb-1988,1988.0,Boat,AUSTRALIA,Western Australia,18 km west of Bunbury,Drift fishing,-,-,"No injury to occupants; shark leapt into boat, almost capsizing it and destroyed the inside of the boat","Mako shark, 3 m [10'], 200-kg [441-lb] "
2751,02-Feb-1988,1988.0,Unprovoked,Fiji,Vanua Levu,-,Diving,M,22,Lacerations to left arm & waist,"Tiger shark, 3 m "
2752,27-Jan-1988,1988.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Surfing,M,22,Minor injury to leg,Shark involvement not confirmed
2753,21-Jan-1988,1988.0,Invalid,AUSTRALIA,Torres Strait,-,Fell overboard  from the Taiwanese fishing trawler Lien Cheng Feu ,M,-,His remains were recovered from a shark caught by  the trawler Ho Tai No.12 in March 1988,Shark involvement prior to death was not confirmed
2754,14-Jan-1988,1988.0,Provoked,USA,Louisiana,-,Fishing,M,-,Hand bitten by captured shark PROVOKED INCIDENT,Mako shark
2755,06-Jan-1988,1988.0,Provoked,SOUTH AFRICA,Western Cape Province,Struisbaai,Attempting to lasso shark's tail,M,33,Foot lacerated by hooked shark PROVOKED INCIDENT,1.5 m copper shark
2756,Reported      05-Jan-1988,1988.0,Provoked,SOUTH AFRICA,Western Cape Province,Great Brak River,"Returning to shore, collided with shark",-,-,"No injury to occupants; shark ripped off fibreglass hull, swamping boat PROVOKED INCIDENT",6 m shark
2757,1988,1988.0,Unprovoked,AUSTRALIA,New South Wales,Sydney,Surfing,M,12,Hand bitten,Wobbegong shark
2758,20-Dec-1987,1987.0,Sea Disaster,PHILIPPINES,Mindoro,Off Manila,Ferry boat Dona Paz with 4431 passengers exploded & caught fire when she collided with an  oil tanker ,-,-,25 people survived; 300 shark-mutilated bodies were recovered,-
2759,17-Dec-1987,1987.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,16,Left calf bitten,1.8 m [6'] blacktip shark
2760,13-Dec-1987,1987.0,Invalid,AUSTRALIA,New South Wales,Shoalhaven,-,F,16 to 18,"Remains recovered from 4 m, 420-kg, caught 13-Dec-1987k",Shark involvement prior to death was not confirmed
2761,21-Nov-1987,1987.0,Unprovoked,USA,Florida,"North of Jupiter Inlet, Palm Beach County",Surfing,M,15,Leg lacerated,-
2762,Nov-1987,1987.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,St. Lucia,-,M,-,Possible drowning / scavenging,Shark involvement prior to death was not confirmed
2763,26-Oct-1987,1987.0,Unprovoked,USA,California,"Davenport Light, San Mateo County",Surfing,M,20,Buttock & leg bitten,2 m [6.75'] shark
2764,25-Oct-1987,1987.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Boogie boarding,M,14,Abrasion to forearm,Questionable incident
2765,11-Oct-1987,1987.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Spearfishing,M,21,Left thigh & calf lacerated,White shark
2766,06-Oct-1987,1987.0,Sea Disaster,DOMINICAN REPUBLIC,Between DR and Puerto Rico,Mona Passage,"Vessel caught fire & capsized, survivors in the water",-,-,"Of 160 people on board, >100 missing",40 to 50 sharks attacked survivors in the water
2767,18-Sep-1987,1987.0,Unprovoked,AUSTRALIA,South Australia,"Merino Rocks, Adelaide",Scuba Diving for scallops,M,47,FATAL,White shark
2768,13-Sep-1987,1987.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Still Bay,Surfing,M,24,Torso lacerated,3.5 m [11.5']  white shark
2769,20-Aug-1987,1987.0,Unprovoked,USA,Florida,"Satellite  Beach, Brevard County",Wading,M,12,Lower left leg lacerated,1.2 m to 1.5 m [4' to 5'] shark
2770,15-Aug-1987,1987.0,Unprovoked,USA,California,"Tunitas Beach, San Mateo County",Surfing (sitting on his board),M,40,Fingers & surfboard injured,5.7 m white shark
2771,21-Jul-1987,1987.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,27,Right foot & ankle lacerated,3' to 4' shark
2772,12-Jul-1987,1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Body surfing,F,32,Left foot bitten,4' shark
2773,12-Jul-1987,1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Wading,F,16,Puncture wounds to right foot,4' shark
2774,11-Jul-1987,1987.0,Boat,USA,South Carolina,Winyah Bay,Dropping anchor,-,-,No injury to occupants. Shark grabbed anchor ,12' shark
2775,09-Jul-1987,1987.0,Unprovoked,BAHAMAS,Exuma Islands,Sampson Cay,Snorkeling,M,35,Right leg bitten,-
2776,Jul-1987,1987.0,Unprovoked,BAHAMAS,-,-,Spearfishing,M,-,Puncture marks to torso,2.5 to 3 m shark
2777,13-Jun-1987,1987.0,Provoked,USA,Florida,"Nest Key, Monroe County",Fishing,M,-,Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,1.5 m [5'] blacktip shark
2778,25-May-1987,1987.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",-,M,12,"6"" cut to thigh",1.5 m to 1.8 m [5' to 6'] shark
2779,08-May-1987,1987.0,Unprovoked,USA,Florida,"St Augustine, St. Johns County",Surfing,M,-,Hand lacerated  ,-
2780,06-May-1987,1987.0,Provoked,AUSTRALIA,New South Wales,-,Fishing,M,34,3 fingers severed by metal trace as he tried to haul in a hooked shark. PROVOKED ACCIDENT,-
2781,19-Apr-1987,1987.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Port Shepstone,Fishing,M,-,"Slipped off rocks & was treading water when he disappeared, body mutilated by shark/s",Shark involvement prior to death was not confirmed
2782,18-Apr-1987,1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Swimming,F,16,Right arm severed above elbow,-
2783,15-Apr-1987,1987.0,Unprovoked,USA,Hawaii,"Kailua-Kona, Hawai'i",Swimming from shore to anchored sailboat,M,-,"Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor",-
2784,01-Apr-1987,1987.0,Unprovoked,VANUATU,Malampa Province,Vao Island,Swimming,M,8,FATAL,4.3 m shark
2785,30-Mar-1987,1987.0,Unprovoked,AUSTRALIA,Western Australia,Fourth Beach / Twilgth Beach,Surfing,M,18,Calf lacerated,"Bronze whaler shark, 2 m to 3 m "
2786,30-Mar-1987,1987.0,Provoked,SOUTH AFRICA,Western Cape Province,Muizenberg,-,-,-,"No injury to occupants, boat holed by hooked shark PROVOKED INCIDENT",3 m white shark
2787,28-Feb-1987,1987.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,M,-,"Lacerations to toe, heel & ankle of right foot",Spinner shark
2788,19-Feb-1987,1987.0,Sea Disaster,SOLOMON ISLANDS,Between Honiara & Isabel Island,-,The inter-island ferry Vula sank in heavy weather,-,-,FATAL,-
2789,28-Jan-1987,1987.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Eerste River,Spearfishing,M,30,Puncture wounds to right hand,>2.5 m [8.25'] white shark
2790,06-Jan-1987,1987.0,Unprovoked,AUSTRALIA,Queensland,Lizard Island,Swimming,M,37,Right leg lacerated,-
2791,1987,1987.0,Invalid,MONTENEGRO,Adriatic Sea,"Mogren Beach, Budva",Jumped into the water from a cliff,M,-,FATAL,Doubtful / Unconfirmed attack / Unable to verify in local records
2792,1987,1987.0,Boat,ITALY,Tyrrhenian Sea,"Marciana Marina, Isola d'Elba",Boat,M,-,No injury,White shark
2793,31-Dec-1986,1986.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Agulhas Banks,Spearfishing,M,-,2 punctures in lower leg,"Raggedtooth shark, 2.5 m [8.25'] "
2794,22-Dec-1986,1986.0,Unprovoked,SOUTH AFRICA,Western Cape Province,SAOU Strand,Body boarding,M,21,"FATAL, legs bitten ",3 m [10'] white shark
2795,11-Dec-1986,1986.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,40,Forearm bitten,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark
2796,06-Dec-1986,1986.0,Unprovoked,BAHAMAS,Florida Straits,Off Cay Sal  Banks,Adrift after ditching plane in the sea,M,37,"No injury, bumped  by sharks",-
2797,06-Dec-1986,1986.0,Unprovoked,USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",Free diving  & spearfishing (submerged),M,27,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",5 m to 6 m [16.5' to 20'] white shark
2798,04-Dec-1986,1986.0,Invalid,SOUTH AFRICA,Western Cape Province,Platbank,Spearfishing,M,22,"No injury, no attack, 1.8 m copper shark made threat displays",Invalid
2799,Dec-1986,1986.0,Unprovoked,NEW CALEDONIA,-,I'le Ouen,Spearfishing,-,-,Right leg bitten,Tiger shark
2800,30-Nov-1986,1986.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,17,5' gash in leg,-
2801,19-Nov-1986,1986.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,26,Laceration to dorsum of left foot,-
2802,04-Nov-1986,1986.0,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,M,23,Ankle bitten,-
2803,17-Oct-1986,1986.0,Provoked,SOUTH AFRICA,KwaZulu-Natal,Umhlanga,NSB Meshing,M,-,Minor lacerations & puncture wounds to right leg from netted shark taken onboard skiboat PROVOKED INCIDENT,"Raggedtooth shark, 1.96 m, 140-kg "
2804,03-Oct-1986,1986.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,F,6,Hip & thigh bitten,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered"
2805,05-Oct-1986,1986.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,St. Michaels,Racing ski,M,32,"No injury, ski bitten",1.6 m shark
2806,01-Oct-1986,1986.0,Unprovoked,AUSTRALIA,Western Australia,"Direction Island, Cocos Islands",-,-,-,No details,-
2807,Oct-1986,1986.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,28,Laceration to right arm,Bull shark
2808,Reported 22-Sep-1986 ,1986.0,Invalid,USA,Florida,"Pinellas Point, Tampa Bay",-,-,-,Human hand recovered from 1.5 m [5'] blacktip shark's stomach,Shark involvement prior to death was not confirmed
2809,Sep-1986,1986.0,Unprovoked,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Surfing,-,-,Survived,-
2810,Sep-1986,1986.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,-,18,Hand bitten,-
2811,19-Aug-1986,1986.0,Unprovoked,USA,North Carolina,"Masonboro Inlet, New Hanover County",Surfing,-,16,Hand bitten,-
2812,10-Aug-1986,1986.0,Invalid,SOUTH AFRICA,Western Cape Province,Reef on seaward side of Geyser Island,Spearfishing,M,35,"No injury, shark made threat display & impaled itself on spear ",Invalid
2813,03-Aug-1986,1986.0,Unprovoked,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",Scuba diving,F,-,Survived,Wobbegong shark
2814,Aug-1986,1986.0,Unprovoked,FRANCE,Gulf of Lyons,Gruissan,-,-,-,Survived,-
2815,26-Jul-1986,1986.0,Boat,AUSTRALIA,Western Australia,3 km west of Rottnest Island,Fishing,-,-,"No injury to occupants. Shark bit motor, lifting stern a half-metre out of the water",Tooth fragment of a white shark recovered. Authorities believed shark was 6 m [20']  total length
2816,09-Jul-1986,1986.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",-,M,8,Back of left thigh bitten,1.5 m [5'] shark
2817,Jul-1986,1986.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,LaMercy,Spearfishing,M,26,Minor lacerations on left hand,1.2 m [4'] dusky shark
2818,18-May-1986,1986.0,Unprovoked,AUSTRALIA,New South Wales,"North Head, Sydney Harbour",Scuba diving,M,-,Survived,Wobbegong shark
2819,15-May-1986,1986.0,Unprovoked,SOUTH KOREA,-,-,Shell diving,M,-,FATAL,-
2820,20-Apr-1986,1986.0,Unprovoked,USA,Hawaii,"Kaliiwi, Kauai","Fishing, fell from rocks & disappeared",M,-,Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark,-
